1,2,206us
2,2,196us
3,1,105us
4,2,149us
5,2,170us
6,2,110us
7,2,164us
8,1,213us
9,2,130us
10,1,201us
11,1,162us
12,1,110us
13,1,201us
14,1,159us
15,2,112us
16,2,166us
17,2,128us
18,1,218us
19,2,124us
20,2,196us
